show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s2022;TV Show;Greenleaf;Unknown;2020-09-10;2020;Teens;Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.;5;Seasons
s2023;TV Show;Julie and the Phantoms;Kenny Ortega;2020-09-10;2020;Kids;Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!;1;Seasons
s2024;Movie;Kaagar;Makarand Mane;2020-09-10;2019;Adults;When an activist begins aiding a shrewd political advisor — also his girlfriend’s father, personal agendas lead to betrayal as love and duty clash.;130;Minutes
s2025;Movie;Night of Knots;Hakan Algül;2020-09-10;2018;Adults;Two exes run into each other at a wedding hall and realize they still harbor romantic feelings. The one problem? They just got married to other people.;93;Minutes
s2026;Movie;PhotoCopy;Vijay Maurya;2020-09-10;2016;Teens;Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister.;138;Minutes
s2027;Movie;Poshter Girl;Sameer Patil;2020-09-10;2016;Teens;In a town infamous for female infanticide, a young woman’s arrival has local bachelors vying for her hand in marriage — but she has a bigger agenda.;138;Minutes
s2028;Movie;Satria Heroes: Revenge of the Darkness;Kenzo Maihara, Amandha Wyanto;2020-09-10;2017;Kids;As he rebuilds society in a parallel universe, a superhero must return to Earth to help his equally powerful friend defend the planet from evil rivals.;92;Minutes
s2029;Movie;Son Of Adam;Ahmed Nader Galal;2020-09-10;2018;Teens;To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.;110;Minutes
s2030;Movie;The Babysitter: Killer Queen;McG;2020-09-10;2020;Adults;Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.;102;Minutes
s2031;Movie;Cargo;Arati Kadav;2020-09-09;2020;Teens;Aboard a spaceship where souls of the deceased are readied for reincarnation, a lone crew member’s rigid existence is disrupted by a spry new assistant.;113;Minutes
s2032;Movie;Cuties;Maïmouna Doucouré;2020-09-09;2020;Adults;Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.;96;Minutes
s2033;TV Show;Get Organized with The Home Edit;Unknown;2020-09-09;2020;Older Kids;Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.;1;Seasons
s2034;TV Show;La Línea: Shadow of Narco;Pepe Mora;2020-09-09;2020;Adults;A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.;1;Seasons
s2035;Movie;So Much Love to Give;Marcos Carnevale;2020-09-09;2020;Teens;Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.;108;Minutes
s2036;Movie;The Social Dilemma;Jeff Orlowski;2020-09-09;2020;Teens;This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.;94;Minutes
s2037;Movie;#Alive;Cho Il;2020-09-08;2020;Adults;As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.;99;Minutes
s2038;TV Show;Record of Youth;Unknown;2020-09-08;2020;Teens;Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.;1;Seasons
s2039;Movie;My Octopus Teacher;Pippa Ehrlich, James Reed;2020-09-07;2020;Kids;A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.;86;Minutes
s2040;Movie;Toll Booth;Tolga Karaçelik;2020-09-07;2010;Adults;A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself.;98;Minutes
s2041;TV Show;Transformers: Cyberverse;Unknown;2020-09-07;2020;Older Kids;Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.;2;Seasons
s2042;Movie;Waiting for Superman;Davis Guggenheim;2020-09-07;2010;Older Kids;This dynamic documentary weaves together stories about students, educators and reformers to shed light on America's failing public school system.;111;Minutes
s2043;TV Show;Cleverman;Unknown;2020-09-05;2017;Adults;In the near future, physically powerful beings known as Hairies struggle to survive in a segregated society dominated by hostile humans.;1;Seasons
s2044;Movie;Villain;Philip Barantini;2020-09-05;2020;Adults;Fresh out of prison, an ex-con tries to save his debt-ridden brother and the family pub until local mobsters draw him back to a criminal underworld.;97;Minutes
s2045;TV Show;Away;Unknown;2020-09-04;2020;Teens;Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.;1;Seasons
s2046;Movie;I'm Thinking of Ending Things;Charlie Kaufman;2020-09-04;2020;Adults;Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.;135;Minutes
s2047;Movie;Kandasamys: The Wedding;Jayan Moodley;2020-09-04;2019;Teens;With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”;93;Minutes
s2048;TV Show;Spirit Riding Free: Riding Academy;Unknown;2020-09-04;2020;Older Kids;A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.;2;Seasons
s2049;Movie;The Lost Okoroshi;Abba T. Makama;2020-09-04;2019;Adults;A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos.;94;Minutes
s2050;Movie;You're My Boss;Antoinette Jadaone;2020-09-04;2015;Teens;Pong, a corporate assistant, poses as his company’s president in order to help Georgina, a marketing executive, close a crucial business deal.;117;Minutes
s2051;Movie;Afonso Padilha: Classless;Junior Carelli, Rudge Campos;2020-09-03;2020;Adults;Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.;63;Minutes
s2052;Movie;Ave Maryam;Ertanto Robby Soediskam;2020-09-03;2018;Older Kids;A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.;73;Minutes
s2053;Movie;Love, Guaranteed;Mark Steven Johnson;2020-09-03;2020;Older Kids;Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.;91;Minutes
s2054;TV Show;Young Wallander;Unknown;2020-09-03;2020;Adults;An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.;1;Seasons
s2055;TV Show;Chef's Table: BBQ;Unknown;2020-09-02;2020;Teens;The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.;1;Seasons
s2056;Movie;Freaks – You're One of Us;Felix Binder;2020-09-02;2020;Adults;Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.;93;Minutes
s2057;Movie;Hotel for Dogs;Thor Freudenthal;2020-09-02;2009;Older Kids;Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog.;101;Minutes
s2058;Movie;Sky Tour: The Movie;Nguyen Thanh Tung;2020-09-02;2020;Kids;From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.;93;Minutes
s2059;TV Show;The Witcher: A Look Inside the Episodes;Unknown;2020-09-02;2020;Adults;With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of The Witcher.;1;Seasons
s2060;Movie;Adrift;Baltasar Kormákur;2020-09-01;2018;Teens;A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.;96;Minutes
s2061;Movie;Always Be My Maybe;Dan Villegas;2020-09-01;2016;Teens;After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship.;112;Minutes
s2062;Movie;Barbie Princess Adventure;Conrad Helten;2020-09-01;2020;Kids;Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.;72;Minutes
s2063;TV Show;Blue Exorcist;Unknown;2020-09-01;2017;Adults;Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor.;2;Seasons
s2064;TV Show;Bookmarks;Unknown;2020-09-01;2020;Kids;Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.;1;Seasons
s2065;TV Show;Borgen;Unknown;2020-09-01;2012;Adults;A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.;3;Seasons
s2066;Movie;Children of the Sea;Ayumu Watanabe;2020-09-01;2019;Older Kids;Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean.;112;Minutes
s2067;TV Show;Erased;Unknown;2020-09-01;2016;Teens;Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates.;1;Seasons
s2068;Movie;Fate/Grand Order -First Order-;Hitoshi Namba;2020-09-01;2016;Teens;Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future.;72;Minutes
s2069;TV Show;Felipe Esparza: Bad Decisions;Unknown;2020-09-01;2020;Adults;Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.;1;Seasons
s2070;TV Show;H;Unknown;2020-09-01;2002;Adults;At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision.;4;Seasons
s2071;TV Show;Heidi;Unknown;2020-09-01;2020;Older Kids;A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.;1;Seasons
s2072;Movie;Puss in Boots;Chris Miller;2020-09-01;2011;Older Kids;The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.;92;Minutes
s2073;Movie;Sex Drive;Sean Anders;2020-09-01;2008;Adults;Eager to hook up with a woman he met online, 18-year-old Ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy.;109;Minutes
s2074;TV Show;Sister, Sister;Unknown;2020-09-01;1998;Older Kids;Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities.;6;Seasons
s2075;Movie;Soldier;Abbas Mustan;2020-09-01;1998;Teens;On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.;155;Minutes
s2076;Movie;Take the Ball, Pass the Ball;Duncan McMath;2020-09-01;2018;Adults;Through firsthand accounts and analysis, this football documentary details the dominance of FC Barcelona from 2008-2012 under manager Pep Guardiola.;109;Minutes
s2077;Movie;The Boss Baby: Get That Baby!;Dan Forgione, Pete Jacobs, Matt Whitlock;2020-09-01;2020;Older Kids;Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.;115;Minutes
s2078;Movie;The Match;Francesco Carnesecchi;2020-09-01;2020;Adults;One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons.;97;Minutes
s2079;TV Show;The Promised Neverland;Unknown;2020-09-01;2019;Teens;When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan.;1;Seasons
s2080;Movie;The Smurfs;Raja Gosnell;2020-09-01;2011;Older Kids;When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York.;103;Minutes
s2081;TV Show;Thomas and Friends;Greg Tiernan;2020-09-01;2020;Kids;This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.;2;Seasons
s2082;Movie;True: Friendship Day;Mark Thornton, Todd Kauffman;2020-09-01;2020;Kids;When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.;24;Minutes
s2083;Movie;Maniyarayile Ashokan;Shamzu Zayba;2020-08-31;2020;Teens;When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted.;110;Minutes
s2084;Movie;The Debt Collector 2;Jesse V. Johnson;2020-08-31;2020;Adults;French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge.;97;Minutes
s2085;Movie;All Together Now;Brett Haley;2020-08-29;2020;Older Kids;An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?;94;Minutes
s2086;TV Show;I AM A KILLER: RELEASED;Unknown;2020-08-28;2020;Adults;In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.;1;Seasons
s2087;TV Show;Masaba Masaba;Unknown;2020-08-28;2020;Adults;Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.;1;Seasons
s2088;Movie;Santana;Chris Roland, Maradona Dias Dos Santos;2020-08-28;2020;Adults;Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.;107;Minutes
s2089;Movie;Unknown Origins;David Galán Galindo;2020-08-28;2020;Adults;A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.;97;Minutes
s2090;TV Show;Aggretsuko;Unknown;2020-08-27;2020;Teens;Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.;3;Seasons
s2091;Movie;Edge of Seventeen;David Moreton;2020-08-27;1998;Adults;A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.;103;Minutes
s2092;Movie;The Bridge Curse;Lester Hsi;2020-08-27;2020;Adults;A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.;88;Minutes
s2093;Movie;The Young Messiah;Cyrus Nowrasteh;2020-08-27;2016;Teens;Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth.;111;Minutes
s2094;TV Show;Her Mother's Killer;Unknown;2020-08-26;2020;Adults;Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.;1;Seasons
s2095;Movie;Lingua Franca;Isabel Sandoval;2020-08-26;2019;Adults;An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.;94;Minutes
s2096;Movie;Making The Witcher;Nathan Wiley;2020-08-26;2020;Adults;Journey into the extraordinary world of The Witcher — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series.;33;Minutes
s2097;TV Show;Million Dollar Beach House;Unknown;2020-08-26;2020;Adults;The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.;1;Seasons
s2098;Movie;Rising Phoenix;Unknown;2020-08-26;2020;Teens;Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.;107;Minutes
s2099;TV Show;Emily's Wonder Lab;Unknown;2020-08-25;2020;Kids;Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!;1;Seasons
s2100;TV Show;Trinkets;Unknown;2020-08-25;2020;Adults;A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.;2;Seasons
s2101;Movie;Septembers of Shiraz;Wayne Blair;2020-08-24;2016;Teens;In post-revolution Tehran, a wealthy Jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom.;110;Minutes
s2102;TV Show;Baewatch: Parental Guidance;Unknown;2020-08-22;2019;Adults;Couples go on a romantic getaway to test their relationships, not knowing their families are calling the shots and cringing over their every move.;1;Seasons
s2103;TV Show;Ojos in d' House;Unknown;2020-08-22;2013;Kids;After a newly rich family moves into an upper-class neighborhood, they try to keep their matriarch's obsessive pursuit of social acceptance in check.;1;Seasons
s2104;Movie;Class of '83;Atul Sabharwal;2020-08-21;2020;Teens;Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld.;98;Minutes
s2105;Movie;Dark Forces;Bernardo Arellano;2020-08-21;2020;Adults;In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.;81;Minutes
s2106;TV Show;Hoops;Unknown;2020-08-21;2020;Adults;A foul-mouthed high school basketball coach is sure he'll hit the big leagues if he can only turn his terrible team around. Good luck with that.;1;Seasons
s2107;TV Show;Rust Valley Restorers;Unknown;2020-08-21;2020;Teens;Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.;3;Seasons
s2108;Movie;The Sleepover;Trish Sie;2020-08-21;2020;Older Kids;What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.;104;Minutes
s2109;TV Show;Goedam;Hong Won-ki;2020-08-20;2020;Adults;When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.;1;Seasons
s2110;Movie;John Was Trying to Contact Aliens;Unknown;2020-08-20;2020;Older Kids;A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth.;17;Minutes
s2111;Movie;Scarecrow;Khaled Marei;2020-08-20;2019;Adults;When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.;121;Minutes
s2112;Movie;The Crimes That Bind;Sebastián Schindel;2020-08-20;2020;Teens;When her son is accused of raping and trying to murder his ex-wife, Alicia embarks on a journey that will change her life forever.;100;Minutes
s2113;TV Show;DeMarcus Family Rules;Unknown;2020-08-19;2020;Teens;Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.;1;Seasons
s2114;TV Show;High Score;Unknown;2020-08-19;2020;Teens;This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.;1;Seasons
s2115;Movie;Little Singham: Kaal Ka Badla;Prakash Satam;2020-08-19;2020;Older Kids;Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?;70;Minutes
s2116;Movie;Drunk Parents;Fred Wolf;2020-08-18;2019;Adults;Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.;97;Minutes
s2117;Movie;Meet the In-Laws;Niyi Akinmolayan;2020-08-18;2017;Older Kids;When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.;75;Minutes
s2118;Movie;Crazy Awesome Teachers;Sammaria Sari Simanjuntak;2020-08-17;2020;Older Kids;When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.;102;Minutes
s2119;TV Show;Glitch Techs;Unknown;2020-08-17;2020;Older Kids;Two teens work at a game store as a front for their actual job: Hunting video game monsters who've broken out into the real world.;2;Seasons
s2120;Movie;Islands of Faith;Chairun Nissa;2020-08-17;2018;Older Kids;Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.;88;Minutes
s2121;Movie;Les Misérables;Tom Hooper;2020-08-16;2012;Teens;The musical version of Victor Hugo's epic tale of love and sacrifice, first produced for the stage in 1985, now receives the big-screen treatment.;158;Minutes
s2122;Movie;Seventh Son;Sergei Bodrov;2020-08-16;2014;Teens;In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.;102;Minutes
s2123;TV Show;Stranger;Unknown;2020-08-16;2020;Adults;With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.;2;Seasons
s2124;TV Show;Dérè: An African Tale;Unknown;2020-08-15;2016;Older Kids;After experiencing a tragic loss, a woman must resist a new family dynamic that could control the future of her father's company and her life.;1;Seasons
s2125;TV Show;Rita;Unknown;2020-08-15;2020;Adults;Independent, outspoken and adored by her students, schoolteacher Rita fares less well with adults in this comedy-drama from Denmark.;5;Seasons
s2126;TV Show;Takki;Unknown;2020-08-15;2014;Teens;In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.;2;Seasons
s2127;Movie;What's Your Raashee?;Ashutosh Gowariker;2020-08-15;2009;Older Kids;To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs.;203;Minutes
s2128;TV Show;3%;Unknown;2020-08-14;2020;Adults;In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.;4;Seasons
s2129;Movie;Beyond the Boundary: ICC Women's T20 World Cup Australia 2020;Anna Stone;2020-08-14;2020;Kids;With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup.;59;Minutes
s2130;Movie;Fearless;Cory Edwards;2020-08-14;2020;Older Kids;A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.;92;Minutes
s2131;Movie;Nigerian Prince;Faraday Okoro;2020-08-14;2018;Adults;When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight.;104;Minutes
s2132;Movie;Octonauts & the Caves of Sac Actun;Blair Simmons;2020-08-14;2020;Kids;The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.;72;Minutes
s2133;Movie;Project Power;Henry Joost, Ariel Schulman;2020-08-14;2020;Adults;An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.;113;Minutes
s2134;TV Show;Teenage Bounty Hunters;Unknown;2020-08-14;2020;Adults;Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.;1;Seasons
s2135;TV Show;The Great Heist;Unknown;2020-08-14;2020;Adults;In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia's Bank of the Republic. Inspired by true events.;1;Seasons
s2136;TV Show;The Legend of Korra;Unknown;2020-08-14;2014;Older Kids;A female avatar who can control the elements fights to keep her city safe from the evil forces of both the physical and spiritual worlds.;4;Seasons
s2137;TV Show;Zoids Wild;Unknown;2020-08-14;2018;Older Kids;A quest for freedom and legendary treasure begins when a cheerful young adventurer follows his father's footsteps to become the greatest Zoids hunter.;1;Seasons
s2138;Movie;An Easy Girl;Rebecca Zlotowski;2020-08-13;2019;Adults;A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.;93;Minutes
s2139;Movie;Christine;Antonio Campos;2020-08-13;2016;Adults;In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories.;119;Minutes
s2140;Movie;Simon Killer;Antonio Campos;2020-08-13;2012;Adults;Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.;105;Minutes
s2141;TV Show;(Un)Well;Unknown;2020-08-12;2020;Adults;This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?;1;Seasons
s2142;Movie;Gunjan Saxena: The Kargil Girl;Sharan Sharma;2020-08-12;2020;Teens;Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.;113;Minutes
s2143;Movie;Mr. Peabody & Sherman;Rob Minkoff;2020-08-11;2014;Older Kids;Resurrected from the 1960s animated series Rocky and Bullwinkle, canine genius Mr. Peabody and young Sherman take a dizzying ride through time.;93;Minutes
s2144;Movie;Rob Schneider: Asian Momma, Mexican Kids;Tyler Spindel;2020-08-11;2020;Adults;Former Saturday Night Live star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special.;44;Minutes
s2145;TV Show;GAME ON: A Comedy Crossover Event;Unknown;2020-08-10;2020;Kids;Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.;1;Seasons
s2146;TV Show;Terrace House: Tokyo 2019-2020;Unknown;2020-08-10;2019;Adults;Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.;2;Seasons
s2147;Movie;The Lost Husband;Vicky Wight;2020-08-10;2020;Teens;Looking to start anew, a widow retreats with her children to her aunt's goat farm, where the ranch's manager helps her navigate country life and loss.;110;Minutes
s2148;Movie;Diamonds in the Sky;Kunle Afolayan;2020-08-08;2018;Teens;Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.;113;Minutes
s2149;TV Show;The Governor;Unknown;2020-08-08;2016;Teens;When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state.;1;Seasons
s2150;Movie;We Summon the Darkness;Marc Meyers;2020-08-08;2020;Adults;A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.;90;Minutes
s2151;Movie;Berlin, Berlin: Lolle on the Run;Franziska Meyer Price;2020-08-07;2020;Adults;In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.;82;Minutes
s2152;TV Show;High Seas;Unknown;2020-08-07;2020;Adults;Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.;3;Seasons
s2153;TV Show;Selling Sunset;Unknown;2020-08-07;2020;Adults;The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.;3;Seasons
s2154;TV Show;Sing On! Germany;Unknown;2020-08-07;2020;Older Kids;In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.;1;Seasons
s2155;Movie;Stars in the Sky: A Hunting Story;Steven Rinella;2020-08-07;2018;Teens;This documentary follows a group of hunters as they grapple with the complexities, controversies, and contradictions of pursuing animals in the wild.;69;Minutes
s2156;Movie;The Magic School Bus Rides Again Kids In Space;Richard Weston;2020-08-07;2020;Kids;The Magic School Bus kids blast into orbit — and onto the International Space Station — only to find themselves on the run from a giant tardigrade!;46;Minutes
s2157;TV Show;Tiny Creatures;Unknown;2020-08-07;2020;Older Kids;Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.;1;Seasons
s2158;TV Show;Wizards: Tales of Arcadia;Unknown;2020-08-07;2020;Older Kids;Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.;1;Seasons
s2159;TV Show;Word Party Songs;Unknown;2020-08-07;2020;Kids;Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!;1;Seasons
s2160;Movie;Work It;Laura Terruso;2020-08-07;2020;Teens;A brilliant but clumsy high school senior vows to get into her late father’s alma mater by transforming herself and a misfit squad into dance champions.;94;Minutes
s2161;TV Show;Ever After High;Unknown;2020-08-06;2016;Older Kids;The kids of fairy-tale characters attend a school with two cliques: those who accept their fairy-tale destinies and those who want to write their own.;5;Seasons
s2162;Movie;Nasha Natasha;Martín Sastre;2020-08-06;2020;Older Kids;Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.;72;Minutes
s2163;TV Show;The Rain;Unknown;2020-08-06;2020;Adults;Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers.;3;Seasons
s2164;Movie;Anelka: Misunderstood;Franck Nataf;2020-08-05;2020;Teens;Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary.;95;Minutes
s2165;Movie;Sin City;Pascal Amanfo;2020-08-05;2019;Teens;A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.;101;Minutes
s2166;TV Show;World's Most Wanted;Unknown;2020-08-05;2020;Teens;Suspected of heinous crimes, they’ve avoided capture despite massive rewards and global investigations. A docuseries profiling the world’s most wanted.;1;Seasons
